,GEOID,NAME,RiskFactor1_percent,IncomePoverty_ratio,Total,Occupants_Above1,Occupants_Above1_point5,Married_Above65,NoSpouse_MaleHH_Above65,NoSpouse_FemaleHH_Above65,Living_Alone,RiskFactor3_percent,RiskFactor2_percent,LanguageBarrier_Total,RiskFactor4a_percent,EducationalBarrier_Total,RiskFactor4b_percent,Above16_Unemployed_Total,RiskFactor5_percent,Disability_Total,RiskFactor6_percent,Total_Uninsured,RiskFactor7_percent,pop_64above_total,RiskFactor8_percent
347,17031191200,"Census Tract 1912, Cook County, Illinois",19.8,2.302185792,1022,31,42,60,0,0,108,7.142857143,16.43835616,247,24.2,1227,44.39218524,91,3.2,521,12.9,984,24.3,94,2.319269677
348,17031210100,"Census Tract 2101, Cook County, Illinois",15.3,3.728369763,1503,65,0,91,12,8,314,4.324683965,28.27677977,93,6.2,494,15.45198624,70,2.1,256,6.2,529,12.9,139,3.388590931
349,17031220400,"Census Tract 2204, Cook County, Illinois",9.6,4.703779599,1097,30,0,52,6,30,243,2.734731085,30.17319964,62,5.7,130,5.642361111,66,2.8,105,3.8,69,2.5,88,3.203494722
350,17031240800,"Census Tract 2408, Cook County, Illinois",21.4,2.487795993,615,13,5,16,0,0,196,2.926829268,34.47154472,63,10.2,117,10.24518389,46,3.9,80,5.9,225,16.5,44,3.211678832
351,17031243000,"Census Tract 2430, Cook County, Illinois",6.6,3.88715847,1050,0,0,6,0,16,377,0,38,22,2.1,162,8.299180328,86,4.3,154,7.1,152,7,45,2.062328139
352,17031250800,"Census Tract 2508, Cook County, Illinois",36.9,1.650728597,807,29,0,137,17,32,234,3.593556382,52.04460967,68,8.4,286,14.65914915,163,8,415,15.8,263,10,155,5.913773369
353,17031251700,"Census Tract 2517, Cook County, Illinois",22.5,2.406967213,370,7,0,20,0,45,92,1.891891892,42.43243243,7,1.9,134,12.90944123,31,2.9,256,21.7,168,14.2,59,4.991539763
354,17031818401,"Census Tract 8184.01, Cook County, Illinois",12.8,3.112704918,1273,0,0,127,36,15,388,0,44.46190102,60,4.7,224,8.148417606,73,2.6,414,12.3,323,9.6,235,6.869336451
355,17031816500,"Census Tract 8165, Cook County, Illinois",35.7,1.487568306,1296,77,48,100,9,0,275,9.645061728,29.62962963,354,27.3,893,31.267507,82,2.8,381,9.1,639,15.2,186,4.419101924
356,17031420600,"Census Tract 4206, Cook County, Illinois",54.8,0.950409836,927,0,50,30,11,22,463,5.393743258,56.74217907,12,1.3,152,10.5628909,226,14.9,434,22.9,173,9.1,81,4.276663147
357,17031440800,"Census Tract 4408, Cook County, Illinois",50.9,1.111885246,736,44,7,26,12,48,328,6.929347826,56.25,0,0,207,15.24300442,145,10.5,301,16.5,189,10.4,60,3.296703297
358,17031460200,"Census Tract 4602, Cook County, Illinois",47.7,1.291575592,847,21,13,39,25,19,218,4.014167651,35.53719008,68,8,402,22.99771167,148,8.2,394,16,387,15.7,85,3.444084279
359,17031480400,"Census Tract 4804, Cook County, Illinois",16.6,2.456557377,2177,66,0,232,23,305,801,3.031694993,62.51722554,13,0.6,320,7.043803654,207,4.5,873,16,322,5.9,410,7.528461256
360,17031520200,"Census Tract 5202, Cook County, Illinois",36.5,1.349271403,1000,6,29,106,5,4,199,3.5,31.4,170,17,474,23.5235732,205,9.2,403,12.7,468,14.7,123,3.870358716
361,17031520600,"Census Tract 5206, Cook County, Illinois",24.7,2.51935337,825,58,0,91,37,44,174,7.03030303,41.93939394,70,8.5,471,23.96946565,97,4.6,354,12.4,215,7.5,215,7.538569425
362,17031560300,"Census Tract 5603, Cook County, Illinois",25,2.312431694,992,14,7,99,34,33,160,2.116935484,32.86290323,126,12.7,554,22.32970576,188,7.4,308,9.3,432,13.1,172,5.199516324
363,17031560800,"Census Tract 5608, Cook County, Illinois",16.2,3.258788707,2122,23,71,183,0,43,548,4.429783223,36.47502356,257,12.1,607,14.42147779,161,3.8,708,12.1,633,10.8,342,5.838170024
364,17031580200,"Census Tract 5802, Cook County, Illinois",25.8,1.731238616,889,114,0,139,3,13,101,12.82339708,28.79640045,280,31.5,797,35.9009009,85,3.6,360,10.9,516,15.7,172,5.231143552
365,17031838100,"Census Tract 8381, Cook County, Illinois",56.7,0.717440801,1078,0,31,0,0,9,717,2.875695733,67.34693878,36,3.3,364,24.10596026,56,3.7,380,23.5,109,6.8,202,12.51548947
366,17031838700,"Census Tract 8387, Cook County, Illinois",48,1.170355191,1478,50,0,37,13,127,522,3.382949932,47.29364005,0,0,784,27.37430168,298,10.1,821,20.9,368,9.4,127,3.228266396
367,17031838800,"Census Tract 8388, Cook County, Illinois",42.1,1.236794171,1128,33,12,120,13,61,279,3.989361702,41.93262411,124,11,500,22.85191956,172,7.4,356,10.8,277,8.4,254,7.696969697
368,17031839000,"Census Tract 8390, Cook County, Illinois",16.5,4.785701275,5037,23,199,240,0,0,2124,4.407385348,46.93269803,210,4.2,176,2.055354432,386,4.5,775,8.5,40,0.4,338,3.670322511
369,17031839100,"Census Tract 8391, Cook County, Illinois",10.7,4.599271403,3780,0,149,111,0,0,1979,3.941798942,55.29100529,77,2,359,4.919155933,263,3.6,361,5.2,374,5.4,204,2.703777336
370,17031839200,"Census Tract 8392, Cook County, Illinois",34.7,1.626001821,1425,17,58,76,0,43,879,5.263157895,70.03508772,170,11.9,274,12.29802513,103,4.6,410,17,51,2.1,164,6.819126819
371,17031839500,"Census Tract 8395, Cook County, Illinois",52.3,0.908469945,724,0,0,41,0,10,425,0,65.74585635,6,0.8,235,17.20351391,28,2,278,19,67,4.6,208,14.23682409
372,17031839600,"Census Tract 8396, Cook County, Illinois",36.8,1.475455373,773,0,10,46,7,26,360,1.293661061,56.79172057,0,0,161,11.38613861,79,5.6,340,20.6,86,5.2,154,9.316394434
373,17031839700,"Census Tract 8397, Cook County, Illinois",21.9,2.685519126,1862,66,14,171,0,38,670,4.296455424,47.20730397,187,10,731,18.39919456,174,4.3,455,9.3,438,8.9,234,4.762874008
374,17031839800,"Census Tract 8398, Cook County, Illinois",21.9,2.759107468,1159,8,7,88,16,9,309,1.294219154,36.41069888,243,21,329,14.41717791,47,2,213,7.8,343,12.5,150,5.478451424
375,17031839900,"Census Tract 8399, Cook County, Illinois",17.1,2.955919854,1818,28,55,94,0,19,545,4.565456546,36.19361936,84,4.6,441,12.13204952,173,4.7,394,8.8,234,5.3,234,5.25606469
376,17031840000,"Census Tract 8400, Cook County, Illinois",12.7,3.877185792,976,42,14,54,0,8,178,5.737704918,24.59016393,152,15.6,244,11.53664303,67,3.1,105,3.8,58,2.1,70,2.505368647
377,17031300900,"Census Tract 3009, Cook County, Illinois",40.5,1.325045537,1268,144,0,119,0,39,237,11.35646688,31.15141956,550,43.4,1565,50.9771987,69,2.1,317,7.5,1205,28.5,179,4.238692872
378,17031301200,"Census Tract 3012, Cook County, Illinois",27.1,1.605601093,1175,82,46,96,0,1,243,10.89361702,28.93617021,297,25.3,986,34.27181091,167,5.6,353,8,653,14.8,147,3.328050713
379,17031031100,"Census Tract 311, Cook County, Illinois",16.5,3.589344262,2329,12,11,38,0,0,1081,0.987548304,48.04637183,114,4.9,260,6.165520512,151,3.6,398,8.6,216,4.7,281,5.953389831
380,17031050100,"Census Tract 501, Cook County, Illinois",6.8,5.161748634,1135,0,0,97,0,0,334,0,37.97356828,37,3.3,127,5.684870188,47,2.1,96,3.5,72,2.6,98,3.581871345
381,17031050700,"Census Tract 507, Cook County, Illinois",5.3,6.128551913,658,7,10,56,0,0,167,2.583586626,33.89057751,6,0.9,30,2.286585366,17,1.3,39,2.2,33,1.9,60,3.444316877
382,17031062100,"Census Tract 621, Cook County, Illinois",20.4,4.163843352,1901,0,28,10,0,0,795,1.472908995,42.34613361,80,4.2,83,2.405797101,118,3.4,117,3.1,163,4.4,147,3.949489522
383,17031620100,"Census Tract 6201, Cook County, Illinois",11.8,2.976047359,1210,71,16,59,0,0,230,7.190082645,23.88429752,161,13.3,819,23.75290023,301,8.3,311,6.5,612,12.8,200,4.179728318
384,17031630800,"Census Tract 6308, Cook County, Illinois",19.4,2.341484517,1714,141,24,136,0,55,230,9.626604434,24.56242707,230,13.4,1430,30.19425676,538,10.8,380,5.6,1147,16.9,228,3.362335939
385,17031640700,"Census Tract 6407, Cook County, Illinois",19.9,2.56147541,1016,69,0,72,0,56,164,6.791338583,28.74015748,79,7.8,361,15.57377049,145,5.9,283,8.4,471,13.9,93,2.747415066
386,17031650100,"Census Tract 6501, Cook County, Illinois",19.4,1.992258652,1256,62,45,145,24,67,192,8.51910828,34.07643312,247,19.7,897,29.16124837,224,6.8,352,8,687,15.7,191,4.351788562
387,17031670500,"Census Tract 6705, Cook County, Illinois",52.3,1.102003643,350,7,0,21,25,20,152,2,62.28571429,14,4,159,22.81205165,103,14.1,156,16.9,99,10.7,85,9.219088937
388,17031671900,"Census Tract 6719, Cook County, Illinois",21.4,2.158469945,290,13,5,26,12,48,36,6.206896552,42.06896552,0,0,234,28.26086957,50,6,222,19.7,178,15.8,61,5.422222222
389,17031681400,"Census Tract 6814, Cook County, Illinois",26.7,1.992258652,833,31,0,38,62,108,239,3.721488595,53.66146459,0,0,324,18.98066784,158,8.8,538,22.4,370,15.4,138,5.733277939
390,17031690900,"Census Tract 6909, Cook County, Illinois",44,1.497040073,1624,44,24,60,24,64,638,4.187192118,48.39901478,0,0,440,13.03703704,380,11,927,21.7,233,5.5,200,4.680552305
391,17031691400,"Census Tract 6914, Cook County, Illinois",32.8,1.655874317,1321,0,0,26,9,63,573,0,50.79485238,28,2.1,188,7.580645161,172,6.7,279,8.8,407,12.9,130,4.113924051
392,17031710500,"Census Tract 7105, Cook County, Illinois",45.8,1.374180328,1587,0,0,73,14,143,485,0,45.05356018,25,1.6,349,10.78825348,371,11.2,484,11.2,314,7.2,124,2.859778598
393,17031711100,"Census Tract 7111, Cook County, Illinois",27.3,1.785428051,889,4,0,146,9,189,275,0.449943757,69.6287964,0,0,397,19.64374072,162,7.9,339,14.4,286,12.2,165,7.018290089
394,17031711200,"Census Tract 7112, Cook County, Illinois",30.8,2.062750455,1931,0,0,216,10,164,690,0,55.92957017,0,0,667,16.71260336,198,4.8,786,15.9,240,4.8,360,7.274196807
395,17031730700,"Census Tract 7307, Cook County, Illinois",28.9,2.365983607,752,12,0,84,6,112,169,1.595744681,49.33510638,0,0,276,15.26548673,184,9.8,355,14.5,109,4.5,104,4.255319149
396,17031770400,"Census Tract 7704, Cook County, Illinois",10.5,3.515710383,1749,50,6,106,5,49,475,3.201829617,36.30646083,158,9,286,7.79503952,70,1.9,404,9,416,9.3,235,5.21874306
397,17031802300,"Census Tract 8023, Cook County, Illinois",14.9,5.772540984,2290,9,0,209,0,0,856,0.3930131,46.50655022,149,6.5,101,2.531962898,68,1.6,549,10,154,2.8,251,4.552875023
398,17031802701,"Census Tract 8027.01, Cook County, Illinois",4.8,4.312795993,2249,17,67,305,33,56,262,3.73499333,29.16851934,281,12.5,734,14.12625096,121,2.2,694,10,606,8.8,428,6.193025611
399,17031802802,"Census Tract 8028.02, Cook County, Illinois",9.4,4.973724954,2277,34,14,327,0,39,443,2.108036891,35.52920509,132,5.8,344,7.217792698,109,2.2,468,7.1,293,4.5,343,5.214350867
400,17031809500,"Census Tract 8095, Cook County, Illinois",17,3.347723133,2000,24,28,149,0,0,849,2.6,49.9,133,6.7,124,3.457891801,125,3.4,329,8.2,251,6.2,266,6.457878126
401,17031290900,"Census Tract 2909, Cook County, Illinois",49.5,1.163114754,1241,64,15,35,11,122,370,6.365834005,43.35213537,0,0,534,19.48905109,497,16.9,657,17,338,8.8,85,2.203785325
402,17031310400,"Census Tract 3104, Cook County, Illinois",13.5,3.716666667,550,14,0,9,12,0,214,2.545454545,42.72727273,61,11.1,120,12.07243461,7,0.7,117,9.1,122,9.5,40,3.110419907
403,17031310600,"Census Tract 3106, Cook County, Illinois",31.1,2.144672131,2112,0,67,44,49,50,819,3.172348485,45.54924242,277,13.1,1030,25.46353523,160,3.9,420,9.2,647,14.2,202,4.434687157
404,17031570100,"Census Tract 5701, Cook County, Illinois",19,2.550455373,405,26,0,18,0,10,106,6.419753086,33.08641975,107,26.4,298,33.74858437,50,5.3,60,4.7,102,8,52,4.0625
405,17031580800,"Census Tract 5808, Cook County, Illinois",19.4,2.094717668,566,131,0,14,0,3,57,23.14487633,13.07420495,160,28.3,641,39.9128269,129,7.6,94,4.2,597,26.4,14,0.619195046
406,17031611000,"Census Tract 6110, Cook County, Illinois",63.2,0.909608379,269,0,0,29,4,28,65,0,46.8401487,6,2.2,191,30.17377567,59,8.9,149,18.1,121,14.7,60,7.290400972
407,17031826401,"Census Tract 8264.01, Cook County, Illinois",24.6,2.423907104,1445,10,0,94,16,43,399,0.692041522,38.20069204,16,1.1,237,7.642695905,448,14,416,10.4,291,7.3,173,4.335839599
408,17031826901,"Census Tract 8269.01, Cook County, Illinois",42.8,1.379417122,642,30,0,55,5,21,172,4.672897196,39.40809969,27,4.2,334,26.03273578,114,8.2,210,11.5,223,12.2,106,5.817782656
409,17031827000,"Census Tract 8270, Cook County, Illinois",36.1,1.309790528,1384,13,0,110,7,73,475,0.939306358,48.04913295,7,0.5,432,14.3904064,275,8.7,556,13.9,710,17.8,234,5.857321652
410,17031828300,"Census Tract 8283, Cook County, Illinois",19.8,2.887887067,1440,17,0,133,12,74,530,1.180555556,52.01388889,21,1.5,188,6.968124537,116,4.1,390,12.2,307,9.6,201,6.275366844
411,17031740300,"Census Tract 7403, Cook County, Illinois",3.9,5.786384335,1768,40,36,139,7,21,373,4.298642534,30.54298643,10,0.6,109,3.033676593,76,2,358,7.2,24,0.5,257,5.192968276
412,17031530600,"Census Tract 5306, Cook County, Illinois",40.8,1.507240437,946,15,30,57,32,52,360,4.756871036,52.95983087,0,0,109,6.179138322,115,6.3,361,15,229,9.5,108,4.494382022
413,17031804607,"Census Tract 8046.07, Cook County, Illinois",6.4,4.507468124,2494,40,0,368,11,33,343,1.603849238,30.27265437,141,5.7,402,6.741573034,151,2.5,688,9.5,218,3,502,6.934659483
414,17031804709,"Census Tract 8047.09, Cook County, Illinois",12.3,3.05223133,2328,64,10,154,74,0,789,3.178694158,43.68556701,147,6.3,559,11.52102226,101,2,971,16.8,491,8.5,269,4.481092787
415,17031805001,"Census Tract 8050.01, Cook County, Illinois",7.7,5.241074681,1831,7,0,370,19,70,359,0.382304752,44.67504096,69,3.8,101,2.667018748,76,2,443,9,80,1.6,439,8.926392843
416,17031805110,"Census Tract 8051.10, Cook County, Illinois",9.3,3.70428051,1958,7,7,312,0,15,759,0.715015322,55.46475996,84,4.3,198,5.529181793,18,0.5,638,14.6,191,4.4,365,8.180188256
417,17031805201,"Census Tract 8052.01, Cook County, Illinois",9.5,4.321083789,1212,25,0,299,11,48,157,2.062706271,42.49174917,47,3.9,349,10.61758442,57,1.7,402,11,367,10,478,12.06156952
418,17031805202,"Census Tract 8052.02, Cook County, Illinois",16.7,3.750045537,1643,0,0,223,0,12,584,0,49.84783932,184,11.2,154,4.642749472,68,2,326,7.4,176,4,251,5.73583181
419,17031830202,"Census Tract 8302.02, Cook County, Illinois",7.1,4.002777778,1119,0,0,92,0,60,251,0,36.01429848,0,0,406,14.65703971,140,5,873,24.6,220,6.2,126,3.536345776
420,17031828402,"Census Tract 8284.02, Cook County, Illinois",22.5,2.385291439,1714,32,15,188,4,55,682,2.742123687,54.20070012,37,2.2,351,11.50065531,180,5.5,523,14.3,242,6.6,320,8.423269281
421,17031828601,"Census Tract 8286.01, Cook County, Illinois",11.6,3.726411658,1543,0,6,174,17,19,427,0.388852884,41.28321452,9,0.6,213,6.979030144,72,2.3,353,8.8,145,3.6,194,4.818678589
422,17031830003,"Census Tract 8300.03, Cook County, Illinois",15.3,4.388843352,2873,23,0,313,0,120,890,0.800556909,46.04942569,0,0,267,4.517766497,555,9.2,276,3.5,502,6.3,343,4.319899244
423,17031830100,"Census Tract 8301, Cook County, Illinois",11.2,3.48579235,1064,0,0,86,20,103,138,0,32.61278195,0,0,176,7.174887892,41,1.6,335,9.9,54,1.6,208,6.119446896
424,17031830300,"Census Tract 8303, Cook County, Illinois",35.3,1.732377049,2314,0,0,39,13,80,1223,0,58.55661193,55,2.4,196,5.532034999,324,8.5,663,14.9,338,7.6,200,4.471272077
425,17031640300,"Census Tract 6403, Cook County, Illinois",15.3,2.941256831,2429,48,0,143,0,82,674,1.976121861,37.01111569,43,1.8,576,11.57091201,335,6.6,591,8.9,378,5.7,165,2.479338843
426,17031650500,"Census Tract 6505, Cook County, Illinois",18.7,3.113934426,1514,28,19,91,17,9,504,3.104359313,41.01717305,139,9.2,683,19.87198138,229,6.4,524,11.3,386,8.4,245,5.304178394
427,17031670400,"Census Tract 6704, Cook County, Illinois",42.7,1.303506375,528,8,0,50,6,94,166,1.515151515,59.84848485,17,3.2,416,31.61094225,158,11.6,226,13.4,231,13.7,126,7.460035524
428,17031680900,"Census Tract 6809, Cook County, Illinois",67.4,0.747313297,1795,0,0,17,29,26,1041,0,62.00557103,9,0.5,666,26.29293328,258,9.7,667,20.3,447,13.6,265,8.025439128
429,17031681100,"Census Tract 6811, Cook County, Illinois",50.8,1.013934426,863,36,0,30,67,23,248,4.171494786,42.6419467,25,2.9,485,26.60449808,286,15.4,504,19.4,234,9,138,5.317919075
430,17031681300,"Census Tract 6813, Cook County, Illinois",48.7,1.154826958,769,32,17,15,0,49,258,6.371911573,41.87256177,7,0.9,317,19.55582973,292,17.4,463,19.1,382,15.8,66,2.729528536
431,17031690400,"Census Tract 6904, Cook County, Illinois",51.8,1.086885246,1342,0,23,39,0,100,528,1.713859911,49.70193741,0,0,445,17.66574037,228,8.9,630,21.6,260,8.9,60,2.041510718
432,17031700200,"Census Tract 7002, Cook County, Illinois",20.3,3.226912568,1911,91,12,157,0,57,405,5.389848247,32.39141811,78,4.1,879,18.94396552,372,7.8,701,10.7,711,10.9,319,4.891887747
433,17031711500,"Census Tract 7115, Cook County, Illinois",31,2.042395264,809,0,0,73,11,116,194,0,48.70210136,25,3.1,310,15.16634051,208,9.8,360,14.4,448,17.9,145,5.793048342
434,17031730600,"Census Tract 7306, Cook County, Illinois",28.4,1.970582878,1184,0,0,88,31,168,336,0,52.61824324,0,0,276,9.563409563,218,7.1,579,15.4,32,0.9,122,3.246407664
435,17031740200,"Census Tract 7402, Cook County, Illinois",12.3,4.811247723,1937,28,0,276,34,28,450,1.445534331,40.68146618,0,0,261,5.08871125,84,1.6,547,8.2,156,2.3,428,6.445783133
436,17031750100,"Census Tract 7501, Cook County, Illinois",26.3,1.97071949,1414,14,0,154,0,189,482,0.99009901,58.34512023,0,0,298,9.430379747,355,10.8,497,13.3,271,7.2,210,5.610472883
437,17031823605,"Census Tract 8236.05, Cook County, Illinois",12.5,2.846083789,1508,0,0,267,31,53,385,0,48.80636605,11,0.7,182,5.310767435,88,2.5,401,9.7,123,3,422,10.02375297
438,17031823803,"Census Tract 8238.03, Cook County, Illinois",11.6,3.229007286,2324,27,0,401,0,112,549,1.161790017,45.69707401,327,14.1,380,7.52326272,53,1,756,11.9,531,8.3,511,7.849462366
439,17031824506,"Census Tract 8245.06, Cook County, Illinois",12.8,2.955737705,3161,38,0,475,0,12,1270,1.202151218,55.58367605,39,1.2,368,6.386671295,198,3.4,912,13.2,445,6.5,615,8.9169204
440,17031832900,"Census Tract 8329, Cook County, Illinois",28.4,2.892850638,813,0,0,21,0,0,195,0,26.56826568,48,5.9,24,1.265155509,146,7.5,134,6.4,38,1.8,29,1.392891451
441,17031833000,"Census Tract 8330, Cook County, Illinois",19.3,6.877413479,2498,0,49,46,0,0,1255,1.961569255,52.08166533,33,1.3,38,0.986756687,161,4.2,390,8.7,41,0.9,79,1.763392857
442,17031833100,"Census Tract 8331, Cook County, Illinois",9.9,6.028734062,3850,0,86,109,0,76,1928,2.233766234,54.88311688,49,1.3,342,5.43202033,105,1.7,531,7.4,230,3.2,205,2.756858526
443,17031833300,"Census Tract 8333, Cook County, Illinois",30.4,2.556284153,1010,42,13,55,0,9,263,5.445544554,32.37623762,49,4.9,62,2.419984387,72,2.8,171,6.3,114,4.2,133,4.875366569
444,17031819000,"Census Tract 8190, Cook County, Illinois",7.6,6.719899818,1509,0,0,208,0,0,316,0,34.72498343,0,0,72,2.293724116,64,1.9,393,8.7,32,0.7,205,4.482834026
445,17031819300,"Census Tract 8193, Cook County, Illinois",14.2,3.40582878,1027,0,0,109,7,14,273,0,39.24050633,28,2.7,163,8.093346574,20,0.9,288,10.7,168,6.2,144,5.345211581
446,17031820400,"Census Tract 8204, Cook County, Illinois",28.7,1.881830601,1637,134,26,87,55,59,423,9.773976787,38.11850947,343,21,1217,31.61038961,284,7,587,10.4,1137,20.2,247,4.377104377
447,17031820800,"Census Tract 8208, Cook County, Illinois",13.7,3.267668488,1161,64,14,75,14,55,195,6.718346253,29.19896641,123,10.6,323,11.47017045,107,3.6,379,9.8,404,10.4,132,3.400309119
448,17031170100,"Census Tract 1701, Cook County, Illinois",30,2.487477231,1069,14,0,74,10,35,688,1.309635173,75.49111319,114,10.7,193,10.5869446,56,3.1,447,25.4,143,8.1,168,8.70015536
449,17031170700,"Census Tract 1707, Cook County, Illinois",29.4,2.970537341,1132,15,29,79,23,30,332,3.886925795,40.98939929,114,10.1,279,10.92831962,79,3,291,8.9,124,3.8,199,6.039453718
450,17031190100,"Census Tract 1901, Cook County, Illinois",32.9,1.871721311,807,29,0,60,9,15,212,3.593556382,36.67905824,209,25.9,489,26.47536546,42,2.2,245,10,468,19.1,127,5.177333877
451,17031220500,"Census Tract 2205, Cook County, Illinois",11.8,4.318943534,1236,0,0,52,0,30,504,0,47.41100324,53,4.3,72,3.09145556,14,0.6,95,3.8,214,8.5,100,3.995205753
452,17031222700,"Census Tract 2227, Cook County, Illinois",17.9,3.144945355,861,29,25,37,15,0,245,6.271777003,34.49477352,117,13.6,288,14.91455205,47,2.3,90,3.5,304,11.9,68,2.652106084
453,17031231200,"Census Tract 2312, Cook County, Illinois",41.3,1.521994536,1934,93,74,85,0,176,520,8.634953464,40.38262668,185,9.6,1441,31.01592768,405,8.4,1002,15.4,949,14.6,234,3.597785978
454,17031231500,"Census Tract 2315, Cook County, Illinois",45,1.408333333,1903,9,0,125,43,130,557,0.472937467,44.92905938,152,8,1064,24.29778488,649,14.4,1451,26,783,14,245,4.385964912
455,17031240500,"Census Tract 2405, Cook County, Illinois",9.4,6.839162113,1295,8,0,0,0,14,577,0.617760618,45.63706564,48,3.7,24,1.174168297,25,1.2,37,1.5,0,0,0,0
456,17031240900,"Census Tract 2409, Cook County, Illinois",37.7,1.945218579,490,13,0,0,18,15,223,2.653061224,52.24489796,95,19.4,110,13.83647799,18,2.2,84,8.6,141,14.4,80,8.154943935
457,17031242200,"Census Tract 2422, Cook County, Illinois",6.7,5.651502732,1733,9,0,0,0,9,559,0.519330641,32.77553376,48,2.8,91,2.814723167,35,1.1,87,2.4,96,2.6,18,0.490463215
458,17031243500,"Census Tract 2435, Cook County, Illinois",6.4,5.875591985,1891,21,16,38,0,0,863,1.9566367,47.64674775,0,0,81,2.554399243,184,5.7,12,0.3,74,2.1,80,2.22160511
459,17031250500,"Census Tract 2505, Cook County, Illinois",20,4.413479053,2758,86,0,176,0,145,881,3.118201595,43.58230602,51,1.8,559,9.583404766,350,5.8,674,9.3,297,4.1,293,4.04584369
460,17031251000,"Census Tract 2510, Cook County, Illinois",36.6,1.351138434,355,19,28,20,0,33,117,13.23943662,47.88732394,5,1.4,111,14.7606383,80,10.5,113,11.1,168,16.4,62,6.066536204
461,17031190900,"Census Tract 1909, Cook County, Illinois",32.9,2.493169399,688,42,0,108,18,8,152,6.104651163,41.56976744,168,24.4,480,27.45995423,60,3.4,353,15.8,380,17,152,6.800894855
462,17031200300,"Census Tract 2003, Cook County, Illinois",18.5,2.449817851,529,9,7,56,0,24,77,3.024574669,29.67863894,101,19.1,424,28.55218855,66,4.2,177,9.2,360,18.8,85,4.429390307
463,17031110100,"Census Tract 1101, Cook County, Illinois",22.7,3.543397086,2091,92,0,208,0,34,656,4.399808704,42.94595887,274,13.1,392,9.324452902,138,3.2,426,7.7,301,5.5,283,5.132390279
464,17031110200,"Census Tract 1102, Cook County, Illinois",19.3,3.892258652,1185,16,8,85,0,43,401,2.025316456,44.64135021,114,9.6,158,6.486042693,93,3.7,309,10,258,8.3,156,5.040387722
465,17031810600,"Census Tract 8106, Cook County, Illinois",18.8,2.506284153,1755,55,25,176,23,34,536,4.558404558,43.81766382,311,17.7,432,12.13483146,99,2.7,445,10.1,448,10.2,325,7.40994072
466,17031810900,"Census Tract 8109, Cook County, Illinois",26.5,2.375728597,2510,64,81,273,86,60,704,5.77689243,44.74103586,328,13.1,480,9.474930912,242,4.6,714,11.2,610,9.6,536,8.407843137
467,17031811301,"Census Tract 8113.01, Cook County, Illinois",20.8,3.10223133,1461,67,20,130,0,92,370,5.954825462,40.52019165,159,10.9,858,25.68093385,170,5,477,10.6,526,11.7,191,4.235033259
468,17031811302,"Census Tract 8113.02, Cook County, Illinois",31.1,1.846812386,1200,95,64,22,0,56,342,13.25,35,336,28,827,31.60106993,119,4.2,233,5.6,576,13.9,126,3.033220992
469,17031812100,"Census Tract 8121, Cook County, Illinois",8.4,5.677003643,1566,0,0,203,16,54,208,0,30.71519796,0,0,77,2.268709487,138,3.9,464,9.8,254,5.4,252,5.33785215
470,17031813500,"Census Tract 8135, Cook County, Illinois",12.1,2.69708561,1822,87,13,121,0,35,285,5.488474204,24.20417124,255,14,1543,30.86,113,2.2,345,5.4,1177,18.3,132,2.05160087
471,17031813600,"Census Tract 8136, Cook County, Illinois",20,2.509881603,1465,142,0,34,28,32,223,9.692832765,21.63822526,239,16.3,1053,27.64505119,177,4.4,162,3,920,17,108,1.991884913
472,17031829600,"Census Tract 8296, Cook County, Illinois",27.9,2.45496357,1211,0,0,110,57,12,441,0,51.19735756,71,5.9,367,15.73081869,149,6.3,284,10,213,7.5,208,7.305936073
473,17031829700,"Census Tract 8297, Cook County, Illinois",29.6,1.841165756,1523,11,16,132,0,111,452,1.772816809,45.63361786,7,0.5,276,8.85466795,441,13.8,651,15.3,510,12,241,5.674593831
474,17031829800,"Census Tract 8298, Cook County, Illinois",8.9,4.709335155,2489,0,0,336,35,56,630,0,42.46685416,0,0,96,2.030886397,157,3.2,578,9.3,422,6.8,467,7.508038585
475,17031830400,"Census Tract 8304, Cook County, Illinois",12.9,2.455373406,1539,27,0,70,0,43,460,1.754385965,37.23196881,42,2.7,151,4.672029703,219,6.5,389,9,86,2,129,2.975778547
476,17031800700,"Census Tract 8007, Cook County, Illinois",6.4,9.146265938,1653,0,0,355,0,23,269,0,39.14095584,23,1.4,123,3.73292868,90,2.5,318,6.7,24,0.5,370,7.742205482
477,17031802503,"Census Tract 8025.03, Cook County, Illinois",14.3,3.713251366,2378,45,40,222,0,36,566,3.574432296,34.6509672,266,11.2,395,8.033353671,178,3.4,732,11.6,461,7.3,312,4.950809267
478,17031801701,"Census Tract 8017.01, Cook County, Illinois",4.1,8.475,1230,0,0,190,0,19,190,0,32.43902439,10,0.8,77,2.877428999,43,1.5,214,5.5,19,0.5,249,6.401028278
479,17031801902,"Census Tract 8019.02, Cook County, Illinois",4.2,7.452140255,1146,0,10,220,0,26,161,0.872600349,35.51483421,37,3.2,110,4.616030214,12,0.5,147,4.2,88,2.5,263,7.570523892
480,17031808600,"Census Tract 8086, Cook County, Illinois",3.8,7.68442623,700,0,6,104,0,20,129,0.857142857,36.14285714,5,0.7,57,3.84097035,9,0.6,120,5.8,15,0.7,115,5.528846154
